Vehicle Type,Vehicle Age,Charging Station Type,Usage Frequency (monthly km),Environmental Humidity (%),Vehicle Load,Charging Power (kW),Cable Length (m),Temperature (Celsius),Battery Capacity (kWh),"Thermal Management System (0=no, 1=yes)",Loss Percentage (%)
SUV,8,Home,314.74224414226126,71.58905780067694,Heavy,120.0,4.212123631088479,20.271957900864706,60,0,15.060453395717182
SUV,7,Home,321.9571356141077,73.18292554381455,Normal,7.4,1.0,3.534773271254652,100,0,27.90304534574907
Sedan,2,Home,313.1725288065152,34.00251326264915,Heavy,22.0,1.0,3.8570729118367897,60,0,26.128585417632646
SUV,9,Home,356.36343254431193,37.55840469893484,Normal,7.4,1.0,6.3445038864812915,60,0,27.441099222703738
Sedan,7,Public,250.75586160787375,36.71862132805411,Light,22.0,1.0,28.200833711628768,100,0,24.790166742325756
Sedan,6,Home,278.57126926366675,35.5620905375688,Normal,50.0,1.8992217707254486,18.729323024719157,60,0,21.00374628041889
Truck,9,Public,381.03346284574457,46.38556097661146,Normal,22.0,1.0,20.723805078948605,75,0,23.394761015789722
Truck,1,Home,327.7372951557882,71.51084414752637,Light,11.0,1.0,30.91031339517581,75,1,23.132062679035162
SUV,2,Home,288.57560858978746,42.59810718156146,Normal,150.0,5.38741815105882,22.874066447823708,60,1,9.868522365094151
Sedan,1,Home,159.94776089692877,42.211083949613,Heavy,3.7,1.0,16.56436209269004,75,0,25.367127581461997
Sedan,10,Home,449.80502845365953,63.79443787103067,Normal,11.0,1.0,30.58311791587223,60,0,26.516623583174443
SUV,3,Home,233.85458900492293,34.846255106835855,Normal,120.0,4.15758348679782,5.28330596697349,85,1,14.672130550004214
Sedan,5,Public,398.7237238419257,48.0139996180962,Normal,22.0,1.0,12.346850630505054,75,0,24.58062987389899
Sedan,1,Home,317.57536516880856,44.771315342211054,Normal,22.0,1.635691230915916,26.56258004235282,85,0,24.480361623928523
Sedan,4,Home,170.65494772701297,72.36504320647106,Normal,22.0,1.3063459393132502,-6.93961162995474,60,0,28.541095295647576
Sedan,8,Public,425.2275477530615,55.725063881273,Heavy,11.0,1.0,7.032326951044221,75,1,23.893534609791153
Truck,6,Home,325.45406463995397,62.32367820609705,Heavy,3.7,1.0,22.895847073390907,60,0,25.509169414678183
Sedan,1,Public,433.5345356737042,36.45171691031176,Heavy,7.4,1.0,16.065936956533264,60,1,22.096812608693345
SUV,1,Home,281.7591299264081,76.44591302779551,Normal,11.0,1.0,20.13818686453238,75,0,23.977637372906475
Sedan,3,Home,370.4051229967055,46.12260770625523,Normal,11.0,1.0,-4.164190303671056,75,1,25.88283806073421
SUV,10,Public,123.7472888654986,65.34194189215808,Normal,11.0,1.0,6.590253264634123,75,0,27.081949347073174
SUV,8,Public,249.9784136406243,77.73130899577717,Normal,22.0,1.021789380879219,21.491882141039795,60,0,23.50927111864757
Sedan,8,Home,172.70066677687282,55.43244308080013,Normal,7.4,1.0,5.980348708278617,40,0,27.463930258344273
Truck,3,Home,262.5216149961608,55.37676293669278,Normal,7.4,1.0,23.24848771790395,85,0,25.059697543580786
SUV,7,Public,347.1811739506145,35.86247117792259,Normal,11.0,1.0,17.874578210793977,75,1,21.675084357841204
Truck,3,Home,239.54199123458542,49.51377782115646,Heavy,11.0,1.0,3.279707591212082,60,0,27.394058481757583
SUV,4,Home,386.3842093638782,72.62324694407678,Normal,11.0,1.0,18.455018366825293,40,0,24.408996326634938
SUV,9,Public,214.33873564499885,36.755325354947416,Heavy,22.0,1.0,22.489507974093016,60,0,23.747901594818604
Truck,4,Public,388.52366136499785,75.87520652803286,Normal,11.0,1.500818627036892,18.61498699895946,75,0,24.62741191372655
Sedan,3,Public,430.9757165874036,63.36547071933283,Normal,7.4,1.0,20.370389488678068,75,0,24.48407789773561
Sedan,5,Public,401.35261350909855,51.04799175295192,Normal,120.0,4.249927126847882,-2.2872870731120827,75,0,19.332420978046358
Sedan,7,Public,265.58109481702274,57.324920926282864,Normal,7.4,1.0,37.55046572462487,75,0,28.120093144924972
Sedan,5,Public,87.45464020558572,37.52483038683505,Light,150.0,5.380459536659363,40.0,85,0,16.44022976832968
Sedan,4,Public,358.2166996737348,40.87416465688655,Normal,150.0,3.7497218523787366,29.28714971369085,85,1,10.432290868927538
Sedan,8,Home,287.4765285284696,44.32042135333364,Light,22.0,1.0,16.155502484886924,85,0,23.968899503022616
SUV,4,Home,202.16070598726466,49.24230590872072,Normal,22.0,1.0,10.95072089362932,75,0,24.809855821274137
Sedan,2,Public,244.37209351295897,75.77609974964923,Heavy,50.0,2.126789006446926,11.161857301805647,60,1,19.431023042862336
Sedan,10,Public,443.44253164448014,48.378451248257846,Normal,120.0,3.8679830579001466,22.839139663489078,60,1,12.501819461647889
SUV,6,Home,186.26597993898454,56.19176201931105,Light,50.0,1.5142641580129923,25.690102211961698,75,1,18.695152521398835
Sedan,2,Home,346.83091756212116,38.10130807089211,Normal,7.4,1.0,8.50380935383803,60,1,23.659238129232392
SUV,3,Fast,321.79581756374034,66.79866005260354,Heavy,3.7,1.0,14.784848652543062,85,1,22.82303026949139
Sedan,1,Home,264.2612335336768,58.01404245333508,Normal,7.4,1.0,27.56938512674816,75,0,25.82387702534963
Truck,5,Home,364.45326873130466,51.9953728991686,Light,7.4,1.0,13.974545987785415,75,0,25.715090802442916
SUV,9,Public,463.22452588988654,77.35932327790968,Normal,7.4,1.0,16.11930014778188,75,0,25.48613997044362
Sedan,2,Fast,270.40284961138013,74.53254220709184,Normal,22.0,1.4914226694628132,28.765940926096217,100,0,24.898899519950653
Sedan,7,Public,275.6819051922899,62.975563617224864,Light,22.0,1.0,27.155362626650366,75,0,24.581072525330075
SUV,5,Public,362.20649049902,76.09062030782636,Normal,50.0,1.721754370352392,23.04896626716522,60,1,18.22067043860924
SUV,2,Home,391.8242821435001,58.23908974665363,Normal,7.4,1.0,4.309096538877771,75,0,27.498180692224444
SUV,8,Public,287.2292792851365,71.34685758576333,Normal,3.7,1.0,4.432472694955559,60,0,28.14350546100889
SUV,6,Home,269.4626263906352,50.47300820925931,Normal,22.0,1.0,7.642689761426236,40,0,25.571462047714753
Sedan,4,Public,78.23534792802397,34.33720956739738,Heavy,11.0,1.0,9.780839866260692,75,0,26.14383202674786
Sedan,4,Home,222.19910876334467,79.70742947645547,Normal,22.0,1.078033907829942,17.15970857581231,100,1,20.607075238752508
Sedan,2,Home,186.06883279324495,38.28157604132863,Normal,11.0,1.0,14.068753926685897,85,0,25.18624921466282
SUV,3,Home,368.46249963118913,42.57550196294947,Normal,50.0,1.7938439668990458,13.384254288381731,85,1,18.870071125773176
SUV,7,Home,275.6097051399158,38.155169471241976,Light,22.0,1.5757701637037114,12.420777850161517,85,0,24.953729511819553
Sedan,3,Public,271.6978394461072,46.87397589893725,Heavy,22.0,1.0,6.226050722159833,85,0,25.704789855568034
Sedan,5,Fast,299.0943736377019,44.464006686316935,Heavy,3.7,1.0,10.387696212267004,100,0,26.8024607575466
Sedan,10,Public,212.98235298746,60.055112427461744,Heavy,120.0,4.141624517268056,39.33569287984731,85,0,18.93795083460349
Sedan,6,Public,455.3247186688754,79.82300072096422,Normal,11.0,1.0,21.99216180911388,75,0,24.598432361822777
SUV,6,Home,429.8193911696611,32.62545277427842,Normal,7.4,1.0,15.20043816149071,60,0,25.519912367701856
SUV,4,Public,461.81067830476877,68.92215566466609,Heavy,50.0,1.7023892159604186,-0.0043548081319464416,40,0,24.552065569606597
SUV,6,Public,368.34172312388915,36.39959622032433,Normal,11.0,1.0,5.095565128621281,75,0,27.180886974275744
Sedan,3,Public,297.0521884978063,30.99175123161078,Light,3.7,1.0,14.577213353069222,75,1,22.864557329386155
Sedan,7,Home,461.4729303006885,61.92884100578474,Normal,50.0,1.8546202382603203,28.595872932901198,40,0,22.4964847057104
SUV,7,Public,231.90331640870204,73.66576144346837,Heavy,11.0,1.0,17.290517899085525,60,0,24.791896420182894
SUV,4,Public,212.87910209669877,38.81492533241976,Normal,50.0,1.471826130540291,17.155519648099506,75,1,18.004809135650245
SUV,2,Home,239.84884852301408,47.08068923209737,Normal,50.0,2.4514037915231683,26.100042952056082,85,0,22.0457104861728
SUV,7,Public,352.2871266914298,38.43751021115386,Normal,3.7,1.0,5.2872222415157815,60,1,24.92255555169685
Sedan,3,Fast,223.78948066123274,75.32537846514586,Normal,22.0,1.0,29.061755978105964,85,0,24.762351195621193
SUV,1,Home,284.4627011782001,43.518021620906126,Light,11.0,1.0,11.165844746138767,40,0,25.716831050772246
Sedan,2,Public,139.81447061152238,52.235644570305126,Normal,22.0,1.0,26.581106836368495,100,0,24.2162213672737
Sedan,10,Public,348.10976654282445,74.73706381415391,Normal,3.7,1.0,31.701250086520755,100,1,24.470250017304153
Sedan,9,Public,148.2896632816891,57.64346018813359,Normal,22.0,1.5553609946274944,5.927395493913451,75,1,23.342201398531056
Sedan,8,Home,206.7838945134638,76.64249003843528,Normal,50.0,1.987917633200119,15.000364749224108,85,0,21.893885866755237
SUV,6,Public,421.7167134896644,76.32252073235196,Normal,150.0,4.684325641082433,22.891131929305608,85,1,9.720389206402338
Sedan,6,Home,418.03183169861103,53.08005099468605,Heavy,11.0,1.0,12.133180526992515,100,1,22.773363894601495
SUV,1,Home,337.4313089546498,59.11913063666853,Normal,7.4,1.0,12.411873967875648,75,0,25.82762520642487
Truck,2,Public,327.56635817352304,41.515713685646844,Normal,11.0,1.0,11.01602947727019,85,0,25.796794104545963
Sedan,4,Public,246.9040352845741,79.52679094005816,Normal,3.7,1.0,-3.605930283521861,60,0,29.551186056704374
Sedan,3,Public,222.70963362577987,43.915833020589744,Heavy,11.0,1.0,25.574847775991586,60,0,25.164969555198315
SUV,1,Home,263.77583022426205,69.16534939904756,Normal,120.0,3.683846597902935,4.9032100020826235,85,1,14.411281298534945
Sedan,8,Home,148.6345825537682,45.6484530077613,Light,7.4,1.0,-7.892634010010919,100,0,30.23852680200218
Sedan,7,Fast,325.2448554953663,45.65211310448925,Normal,11.0,1.0,25.46889423957552,75,0,25.343778847915104
Sedan,4,Home,304.88311248084096,35.1931463350473,Light,22.0,1.0,19.848133296387026,75,1,20.030373340722594
Sedan,9,Public,206.65787332897332,57.99479053982899,Normal,7.4,1.0,1.8192151691759388,75,0,28.34615696616481
Truck,4,Public,456.86819188413574,42.241616906410464,Normal,11.0,1.0,25.862093673166388,85,0,25.272418734633277
SUV,1,Public,360.6913710287048,37.41973788788094,Heavy,120.0,3.2485190525000642,21.654776935727348,85,1,11.505214913395502
SUV,10,Home,369.1841804008857,41.33333472583668,Normal,7.4,1.0,15.003211248622927,85,0,25.759357750275413
SUV,1,Public,251.26600739608347,42.5546578532015,Light,22.0,1.0,11.496318294127663,60,0,24.550736341174467
SUV,1,Public,299.86699219736767,55.2041728059743,Normal,7.4,1.0,13.776413371128498,85,0,25.5547173257743
Sedan,1,Home,362.7372670187422,49.29615182777812,Normal,22.0,1.0,17.064995154334287,85,0,23.437000969133145
SUV,4,Home,315.2782367100236,33.774514051098,Normal,7.4,1.0,7.1135166215155765,60,0,27.037296675696883
SUV,1,Home,460.1900784769872,56.801429144793055,Heavy,7.4,1.0,26.180491586518578,75,0,25.546098317303713
SUV,2,Home,279.62124305832486,69.38737257943824,Heavy,7.4,1.0,20.55637426679359,40,0,24.471274853358718
SUV,4,Public,249.54394677638894,58.711758044699764,Heavy,3.7,1.0,13.649768034136915,75,0,26.10004639317262
Sedan,7,Public,363.4252876471426,78.72701261258854,Normal,150.0,4.802648211608557,32.430952378449334,75,1,11.737514581494144
Sedan,2,Fast,173.5352727713488,34.957510407223566,Normal,11.0,1.0,11.984336463550285,60,0,25.603132707289944
Sedan,8,Home,392.4296932308112,71.05761683790547,Normal,50.0,2.0676880026960696,30.492839157582985,60,0,23.032411832864632
Sedan,7,Public,169.9288199408017,55.284633494866654,Light,120.0,4.33361851262878,17.926758838733726,75,0,15.431457488567645
SUV,9,Home,363.858466605855,56.079758877261405,Light,7.4,1.0,22.5759721773644,85,1,22.225194435472876
SUV,6,Public,235.17264458273374,55.95499673247742,Normal,120.0,3.70193356779161,11.328859502968744,60,1,13.385194883302056
Sedan,4,Public,347.6584146983393,46.26594139538192,Light,50.0,1.8387276623688626,-3.6967528861119305,100,0,25.358714408406815
SUV,6,Fast,390.73429460610174,46.22775071201262,Heavy,22.0,1.0573408407574036,19.792990197194676,85,1,20.170072380939768
Sedan,4,Public,315.3421195503919,61.59222533212379,Normal,50.0,1.0363533516031906,3.120757015398299,85,0,23.594025272721936
Sedan,7,Fast,180.037904835932,32.23825426915582,Heavy,7.4,1.0,8.873027064683612,60,0,26.835394587063277
Sedan,9,Public,210.3224755492848,59.43930226509018,Heavy,7.4,1.0,15.758173195228856,100,1,22.558365360954227
Sedan,3,Public,227.13408589662177,66.22953591054576,Heavy,7.4,1.0,8.582389236776546,75,0,26.693522152644686
Truck,3,Home,110.4993106402226,47.816314673770904,Heavy,120.0,3.6624466841886942,14.682875142242052,75,1,12.544648313645936
Sedan,2,Public,412.7477858731929,40.86784697298167,Normal,3.7,1.0,16.99562997815155,75,0,25.330874004369694
SUV,1,Public,311.0107585756329,40.66934563614522,Normal,150.0,4.847869115051986,0.2579299382432403,75,1,12.922348569877345
SUV,1,Home,186.44819548110053,34.0919826672283,Normal,7.4,1.0,17.741840255197214,85,1,21.761631948960556
Sedan,3,Home,445.5674857458357,34.485965960320414,Heavy,22.0,1.0,8.787989125609887,40,1,22.192402174878023
Truck,7,Public,229.8671899861837,38.334393409729635,Heavy,22.0,1.0579994853700478,4.319477251635583,75,0,26.31510429235791
Truck,9,Home,325.0572489074871,30.958645252654357,Heavy,120.0,3.3156897998371724,-5.013794526210262,75,1,16.61060380516064
Sedan,2,Home,217.47294548037982,43.31177037620921,Normal,11.0,1.0,-0.5437740095979908,60,0,28.1087548019196
Sedan,7,Public,98.17398466709722,45.320091462398004,Normal,11.0,1.0,15.23958619023487,75,1,22.202082761953026
Sedan,1,Fast,163.55594411487394,79.76106266780654,Heavy,50.0,1.6335435552568787,15.424598768222454,75,1,18.281852023983948
Sedan,2,Public,255.15095691335688,79.58438688280627,Heavy,150.0,3.8721993361594222,20.18395637602404,60,1,8.572890943284518
Sedan,6,Home,389.8296871206048,39.35244234185424,Normal,3.7,1.0,32.15744400238037,60,0,27.361488800476078
SUV,5,Home,334.65331468192454,40.65160790484622,Normal,22.0,1.0,28.561127296814803,40,0,24.762225459362963
SUV,8,Home,314.02051261712455,54.59531852802162,Heavy,7.4,1.0,24.957694032216217,85,1,22.65153880644324
Sedan,2,Home,98.99723772551181,37.43921668688551,Normal,50.0,1.0,26.864313606179508,60,1,18.472862721235902
Sedan,1,Home,427.00861476800947,55.201970407909585,Heavy,50.0,2.157613896817863,16.80825688713162,85,1,18.26715557098261
Truck,7,Fast,322.3679696495556,49.96948524025372,Light,50.0,1.0,16.62733602763253,85,1,18.024532794473494
Sedan,6,Home,288.05823301078397,46.23114455249362,Normal,11.0,1.0,30.37261697893237,60,1,23.274523395786474
Sedan,8,Home,413.24231099888954,71.13025854048877,Normal,7.4,1.0,17.16415395918539,60,1,22.22716920816292
Sedan,8,Home,424.7496723568274,71.40588499965288,Normal,22.0,1.0,17.377596329391157,60,1,20.72448073412177
Truck,2,Home,415.45902476091914,79.39447334918633,Light,50.0,1.6811383844273253,26.657007568408446,75,1,18.771970705895356
Sedan,8,Home,275.2913503296712,41.15440570407911,Light,120.0,3.6432267249391526,12.234774268392083,100,0,16.27465850879116
SUV,6,Home,199.65234392158044,74.41387485718731,Heavy,11.0,1.0,13.654738196251975,60,0,25.469052360749604
SUV,9,Fast,398.8922917142073,56.89229648369655,Normal,7.4,1.0,1.386686827713481,60,0,28.4326626344573
Sedan,7,Home,163.4945556929583,59.572971566617596,Normal,7.4,1.0,10.374364674303175,75,0,26.535127065139363
SUV,2,Home,494.7256738664282,74.81466071662632,Normal,50.0,2.173027800306902,11.702936820710459,85,0,22.345926536011362
Sedan,8,Home,302.79995451945626,77.131539818916,Normal,22.0,1.0,12.267219681525038,85,0,24.746556063694992
SUV,9,Home,193.91157443004158,66.34056288503186,Heavy,22.0,1.0,23.10475002996479,60,0,23.87095000599296
SUV,7,Home,176.81314458433897,47.3921215967562,Normal,7.4,1.0,4.912669645238083,85,0,27.627466070952384
SUV,4,Home,172.23951759439404,54.483399483425266,Normal,3.7,1.0,29.89125478339382,75,1,23.808250956678766
Sedan,9,Home,314.0362906720843,60.752693202705494,Normal,150.0,5.219544446864447,-5.601677989016288,85,0,17.68010782123548
SUV,4,Public,299.3607679940213,71.43200194930485,Heavy,50.0,2.784798175956258,20.981931173181952,85,1,18.288785322614515
Sedan,4,Home,176.4077826490807,62.89738526887777,Normal,11.0,1.0,23.166453185566198,60,0,24.73329063711324
Sedan,9,Home,264.3544213444098,48.27238083438115,Normal,11.0,1.1317472746063912,21.919609933256883,75,0,24.79979562395457
Sedan,8,Home,163.20646139086577,50.89402256801472,Heavy,120.0,4.012755702012423,25.95561663067374,85,0,16.09750117714096
SUV,4,Home,358.93018059441727,32.52188510196374,Normal,7.4,1.0,12.88367636597203,85,1,22.883264726805592
SUV,8,Home,294.54067338872864,76.2133930218568,Normal,50.0,1.3899953550070474,27.530155541533258,60,0,22.101028785810172
Sedan,8,Home,262.1597494082552,34.40595066647466,Normal,3.7,1.0,8.092045839378537,75,0,27.411590832124293
SUV,7,Home,171.1889269932473,58.99653953427724,Normal,120.0,3.086707661192643,8.930895027687498,85,0,16.607174825058824
Sedan,10,Home,269.98443997772347,73.58259406194108,Normal,22.0,1.0,35.69000866896443,85,0,26.438001733792888
SUV,6,Home,258.52721186536735,51.04326247575035,Normal,11.0,1.0,16.768168111680726,75,0,24.846366377663855
Sedan,8,Home,331.7726701209597,70.00627437556858,Normal,50.0,1.0766815704830124,24.517510779620974,60,0,21.341842941165698
SUV,7,Home,316.70179781169605,70.19080398181475,Heavy,3.7,1.0,19.961312665296553,60,0,24.987737466940693
Sedan,5,Fast,379.20601020793424,32.99230192931235,Normal,7.4,1.0,22.23319897902629,85,0,24.956639795805255
Truck,4,Public,251.54234564949377,50.607186286536084,Normal,11.0,1.0121262297583928,-5.052568001410144,85,0,29.116576715161223
Sedan,2,Public,113.95884978035056,64.55127433435217,Normal,22.0,1.0,18.76309358480177,75,0,23.14738128303965
Sedan,8,Public,399.109287659804,51.11767545344415,Normal,7.4,1.0,15.157731503804353,75,0,25.628453699239127
Sedan,9,Fast,206.39674869518194,57.258362408967805,Normal,11.0,1.236281136337099,24.733042962434965,75,0,25.41474916065554
Truck,4,Public,189.30829469847447,59.722895230332,Normal,7.4,1.0,7.042935889430493,40,0,27.0514128221139
SUV,4,Public,295.6883454886248,37.56146883656213,Heavy,22.0,1.0,26.932640936990598,85,1,21.38652818739812
Sedan,5,Home,330.2270512954517,50.59906030742649,Normal,120.0,4.050698894631542,2.935962299083412,85,1,15.188156987499088
SUV,2,Home,246.91635942853173,31.423161084178293,Normal,7.4,1.0,10.48293444246219,40,0,26.26341311150756
SUV,7,Public,246.1307318531873,37.48130415976722,Light,7.4,1.0,-0.782926663875168,75,0,28.766585332775033
SUV,5,Fast,260.8973682234445,55.61270316882493,Light,22.0,1.0,4.194423776174363,85,0,26.21111524476513
SUV,6,Home,441.65403509931434,58.67929989694051,Light,11.0,1.0,15.069474527526408,75,0,25.186105094494717
Sedan,4,Public,299.73219124418677,37.31172032958312,Normal,50.0,2.1765097383638494,28.684064641678138,75,0,22.52506779751755
Sedan,8,Home,203.2037160538204,67.78096351062102,Normal,7.4,1.0,15.34971378973292,40,1,22.590057242053412
SUV,8,Home,204.22166430970327,48.649394393549635,Light,22.0,1.0,2.1605628594687865,85,1,23.767887428106242
Truck,5,Home,274.91158204176304,76.0324964413836,Light,11.0,1.0,-6.108872945474339,85,0,29.371774589094866
SUV,6,Home,323.7857934028007,49.38313616527033,Light,7.4,1.0,21.736013665334326,75,0,24.907202733066864
Sedan,3,Home,348.39801619661904,37.49054882163023,Normal,50.0,2.0982221499977736,8.426133834158932,40,0,23.0138843081671
Sedan,1,Public,312.41586038472155,67.89852293403789,Light,50.0,2.2105037522454967,9.76293701357033,75,1,19.70266447340868
SUV,9,Public,215.8126649082911,58.39004002196644,Light,11.0,1.0,25.766527121495685,40,0,25.503305424299135
SUV,9,Public,257.60587004392175,49.334408412207786,Heavy,22.0,1.0,13.651158680151982,85,0,24.519768263969603
SUV,3,Home,373.3907881864624,47.79785817161308,Normal,7.4,1.0,12.013625775266409,85,0,26.007274844946714
SUV,4,Public,185.39080395469045,37.53844867786355,Normal,50.0,1.154811567661847,16.615578091654285,75,0,20.954290165500066
SUV,7,Home,253.42466069225375,47.04173137330057,Heavy,7.4,1.0,29.819498925654372,85,1,23.573899785130873
Sedan,2,Home,359.74628578813525,31.46720704891675,Normal,7.4,1.0,17.540137358248792,75,0,24.85197252835024
Sedan,3,Public,387.52814266351766,55.12009570378855,Normal,120.0,3.780702770307246,-6.59300091246552,60,0,19.858951567646727
SUV,6,Home,280.7084628908617,74.83618709068679,Normal,11.0,1.0,6.820446722614493,75,0,26.8359106554771
SUV,8,Home,258.8793189429184,69.76653981076635,Normal,22.0,1.0,12.154911694212192,75,0,24.769017661157562
Sedan,1,Home,167.788205855626,31.426059860210714,Heavy,50.0,2.1178767498534876,23.634391540225156,85,0,21.335816682971775
Sedan,4,Public,352.5639922727094,74.06301631341162,Light,22.0,1.0,2.573960144316267,75,0,26.48520797113675
SUV,1,Home,431.8779685146789,52.61624144412767,Normal,22.0,2.032205974384557,16.488329192457233,85,1,21.068437148700834
Sedan,2,Public,556.5154058599692,39.54457327077472,Light,11.0,1.0,14.181644713309794,100,0,25.163671057338043
Sedan,8,Public,338.64461835180464,67.62059776076937,Heavy,120.0,4.450674892135121,25.165309425598526,75,1,13.158399331187265
SUV,6,Public,294.9120348356019,46.14367750885232,Normal,7.4,1.0,5.030734987409776,85,0,27.553853002518043
SUV,9,Public,208.01893868490927,42.66592115684264,Heavy,120.0,3.846571218442614,16.672808941112503,75,1,12.538723820998804
SUV,2,Home,112.11430862568506,38.06592033907738,Normal,50.0,2.303220449182107,30.33110964455632,100,1,19.81783215350232
Sedan,3,Home,317.6959249739833,54.331095345011136,Normal,22.0,1.0,23.98943138620652,40,0,23.747886277241303
SUV,9,Home,535.0339120154304,34.66969997747226,Normal,11.0,1.0,20.99280667516577,85,1,21.548561335033153
Sedan,9,Home,427.08122296569127,69.28065645568932,Normal,7.4,1.0,11.89455126389089,75,0,26.33108974722182
Sedan,6,Public,411.6564269113798,53.53372883332055,Normal,11.0,1.0,16.5138695241844,40,0,24.89722609516312
SUV,3,Home,324.56028170579157,52.34882084094601,Normal,50.0,2.1124306545608738,13.871991592349493,85,0,21.931817008810537
SUV,5,Home,335.9523160280322,30.092697824076048,Normal,50.0,2.198830442491287,23.565686629644265,75,1,18.562552547174494
SUV,2,Public,57.625268172202254,70.89319301542807,Normal,22.0,1.0,20.264555788746925,75,1,19.952911157749387
SUV,7,Public,376.2510580763997,54.64185295191268,Normal,150.0,5.091079928634672,8.724750041887148,85,1,11.650589955939905
SUV,10,Public,242.06594304241844,51.994725990067394,Normal,150.0,5.165682955699656,32.45435008443965,60,0,15.073711494737758
Sedan,8,Public,229.8272653404113,68.06924426421952,Heavy,11.0,1.0987679734977318,27.043537992447995,60,0,25.75809158523846
Sedan,6,Public,267.67430469513926,33.144927455038044,Heavy,7.4,1.0,6.334110852558426,75,1,24.293177829488315
Sedan,8,Public,264.29955105489853,48.33402280476018,Normal,11.0,1.0,11.561054043376085,85,0,25.98778919132478
Sedan,2,Home,228.23644080283376,58.78669787768782,Light,50.0,1.3451323371720247,13.415806138679837,100,0,21.589404940850045
Truck,3,Fast,301.3872072175976,53.028878136959385,Heavy,11.0,1.0,23.162785793894056,75,0,24.68255715877881
Sedan,7,Home,244.17224037919468,39.08194449389872,Light,11.0,1.0,6.908880205781669,75,1,23.868223958843664
SUV,10,Home,310.0322955756146,44.96382538401559,Normal,50.0,1.9362273089031148,8.308117248171346,60,0,23.306490204817287
SUV,1,Home,151.2822185449967,45.01002788238165,Light,22.0,1.0,23.78364413608765,85,1,20.60672882721753
SUV,7,Public,278.59422293679825,79.59854013826134,Normal,150.0,4.9307722252467165,20.586727757178657,100,1,9.432731664059089
